Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Element Code,Element,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","484","Mexico","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","132.260324","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","132.97649","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","133.203502","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","134.405322","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","136.303001","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","138.10754","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","138.853702","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","139.988411","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","141.727123","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","143.210461","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","143.86115","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","146.93964","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","147.648453","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","148.812108","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","150.035753","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","151.870639","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","153.735753","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","155.395215","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","157.739798","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","159.795976","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","161.874563","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","164.05481","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","164.772377","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","165.171894","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","166.399158","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","167.816202","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","168.473544","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","168.643365","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","169.180724","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","169.536123","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","169.849621","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","171.476636","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","172.832053","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","173.733564","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","172.825867","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","173.90712","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","176.503225","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","180.026751","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","177.017123","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","177.01619","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","178.955068","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","179.705316","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","180.949737","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","184.804035","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","183.628936","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","182.610516","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","184.177315","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","184.882375","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","184.882375","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","184.804035","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","184.255655","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","185.274075","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2001","2001","23014","Food price inflation","7001","January","6121","Value","%","6.347474","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2001","2001","23014","Food price inflation","7002","February","6121","Value","%","3.85446","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2001","2001","23014","Food price inflation","7003","March","6121","Value","%","4.75851","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2001","2001","23014","Food price inflation","7004","April","6121","Value","%","5.412199","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2001","2001","23014","Food price inflation","7005","May","6121","Value","%","5.326005","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2001","2001","23014","Food price inflation","7006","June","6121","Value","%","4.446998","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2001","2001","23014","Food price inflation","7007","July","6121","Value","%","3.850268","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2001","2001","23014","Food price inflation","7008","August","6121","Value","%","5.274411","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2001","2001","23014","Food price inflation","7009","September","6121","Value","%","6.137457","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2001","2001","23014","Food price inflation","7010","October","6121","Value","%","6.266651","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2001","2001","23014","Food price inflation","7011","November","6121","Value","%","5.692574","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2001","2001","23014","Food price inflation","7012","December","6121","Value","%","3.429477","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2002","2002","23014","Food price inflation","7001","January","6121","Value","%","4.881361","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2002","2002","23014","Food price inflation","7002","February","6121","Value","%","4.079788","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2002","2002","23014","Food price inflation","7003","March","6121","Value","%","3.364807","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2002","2002","23014","Food price inflation","7004","April","6121","Value","%","2.976523","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2002","2002","23014","Food price inflation","7005","May","6121","Value","%","2.804582","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2002","2002","23014","Food price inflation","7006","June","6121","Value","%","3.907185","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2002","2002","23014","Food price inflation","7007","July","6121","Value","%","5.109747","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2002","2002","23014","Food price inflation","7008","August","6121","Value","%","3.679183","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2002","2002","23014","Food price inflation","7009","September","6121","Value","%","2.552531","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2002","2002","23014","Food price inflation","7010","October","6121","Value","%","2.260118","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2002","2002","23014","Food price inflation","7011","November","6121","Value","%","3.812841","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2002","2002","23014","Food price inflation","7012","December","6121","Value","%","5.632008","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2003","2003","23014","Food price inflation","7001","January","6121","Value","%","3.776377","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2003","2003","23014","Food price inflation","7002","February","6121","Value","%","6.487517","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2003","2003","23014","Food price inflation","7003","March","6121","Value","%","7.984361","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2003","2003","23014","Food price inflation","7004","April","6121","Value","%","6.941239","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2003","2003","23014","Food price inflation","7005","May","6121","Value","%","6.376498","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2003","2003","23014","Food price inflation","7006","June","6121","Value","%","5.191084","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2003","2003","23014","Food price inflation","7007","July","6121","Value","%","4.582086","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2003","2003","23014","Food price inflation","7008","August","6121","Value","%","4.084052","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2003","2003","23014","Food price inflation","7009","September","6121","Value","%","5.22803","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2003","2003","23014","Food price inflation","7010","October","6121","Value","%","5.641057","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2003","2003","23014","Food price inflation","7011","November","6121","Value","%","5.32629","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2003","2003","23014","Food price inflation","7012","December","6121","Value","%","4.975119","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2004","2004","23014","Food price inflation","7001","January","6121","Value","%","6.552165","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2004","2004","23014","Food price inflation","7002","February","6121","Value","%","7.847772","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2004","2004","23014","Food price inflation","7003","March","6121","Value","%","6.080496","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2004","2004","23014","Food price inflation","7004","April","6121","Value","%","5.650894","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2004","2004","23014","Food price inflation","7005","May","6121","Value","%","5.509543","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2004","2004","23014","Food price inflation","7006","June","6121","Value","%","5.025441","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2004","2004","23014","Food price inflation","7007","July","6121","Value","%","5.270794","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2004","2004","23014","Food price inflation","7008","August","6121","Value","%","7.443153","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2004","2004","23014","Food price inflation","7009","September","6121","Value","%","8.547997","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2004","2004","23014","Food price inflation","7010","October","6121","Value","%","9.995419","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2004","2004","23014","Food price inflation","7011","November","6121","Value","%","10.088809","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2004","2004","23014","Food price inflation","7012","December","6121","Value","%","8.408819","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2005","2005","23014","Food price inflation","7001","January","6121","Value","%","5.259188","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2005","2005","23014","Food price inflation","7002","February","6121","Value","%","5.024812","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2005","2005","23014","Food price inflation","7003","March","6121","Value","%","6.066556","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2005","2005","23014","Food price inflation","7004","April","6121","Value","%","8.3237","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2005","2005","23014","Food price inflation","7005","May","6121","Value","%","9.415471","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2005","2005","23014","Food price inflation","7006","June","6121","Value","%","8.073443","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2005","2005","23014","Food price inflation","7007","July","6121","Value","%","8.656586","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2005","2005","23014","Food price inflation","7008","August","6121","Value","%","6.43991","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2005","2005","23014","Food price inflation","7009","September","6121","Value","%","4.466267","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2005","2005","23014","Food price inflation","7010","October","6121","Value","%","1.751806","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2005","2005","23014","Food price inflation","7011","November","6121","Value","%","0.028626","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2005","2005","23014","Food price inflation","7012","December","6121","Value","%","1.765537","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2006","2006","23014","Food price inflation","7001","January","6121","Value","%","5.131074","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2006","2006","23014","Food price inflation","7002","February","6121","Value","%","4.634233","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2006","2006","23014","Food price inflation","7003","March","6121","Value","%","2.502088","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2006","2006","23014","Food price inflation","7004","April","6121","Value","%","0.633775","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2006","2006","23014","Food price inflation","7005","May","6121","Value","%","0.134","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2006","2006","23014","Food price inflation","7006","June","6121","Value","%","1.07647","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2006","2006","23014","Food price inflation","7007","July","6121","Value","%","0.370126","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2006","2006","23014","Food price inflation","7008","August","6121","Value","%","2.251436","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2006","2006","23014","Food price inflation","7009","September","6121","Value","%","5.768918","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2006","2006","23014","Food price inflation","7010","October","6121","Value","%","7.459524","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2006","2006","23014","Food price inflation","7011","November","6121","Value","%","7.040154","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2006","2006","23014","Food price inflation","7012","December","6121","Value","%","6.993887","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2007","2007","23014","Food price inflation","7001","January","6121","Value","%","6.30861","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2007","2007","23014","Food price inflation","7002","February","6121","Value","%","6.222611","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2007","2007","23014","Food price inflation","7003","March","6121","Value","%","7.431031","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2007","2007","23014","Food price inflation","7004","April","6121","Value","%","8.054314","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2007","2007","23014","Food price inflation","7005","May","6121","Value","%","6.501404","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2007","2007","23014","Food price inflation","7006","June","6121","Value","%","6.929858","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2007","2007","23014","Food price inflation","7007","July","6121","Value","%","7.857664","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2007","2007","23014","Food price inflation","7008","August","6121","Value","%","7.178524","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2007","2007","23014","Food price inflation","7009","September","6121","Value","%","5.917364","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2007","2007","23014","Food price inflation","7010","October","6121","Value","%","4.763604","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2007","2007","23014","Food price inflation","7011","November","6121","Value","%","6.636086","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2007","2007","23014","Food price inflation","7012","December","6121","Value","%","5.85405","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2008","2008","23014","Food price inflation","7001","January","6121","Value","%","5.49378","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2008","2008","23014","Food price inflation","7002","February","6121","Value","%","4.932076","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2008","2008","23014","Food price inflation","7003","March","6121","Value","%","6.345985","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2008","2008","23014","Food price inflation","7004","April","6121","Value","%","7.516305","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2008","2008","23014","Food price inflation","7005","May","6121","Value","%","8.969648","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2008","2008","23014","Food price inflation","7006","June","6121","Value","%","9.715868","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2008","2008","23014","Food price inflation","7007","July","6121","Value","%","9.538396","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2008","2008","23014","Food price inflation","7008","August","6121","Value","%","9.187594","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2008","2008","23014","Food price inflation","7009","September","6121","Value","%","7.580311","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2008","2008","23014","Food price inflation","7010","October","6121","Value","%","8.323986","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2008","2008","23014","Food price inflation","7011","November","6121","Value","%","9.458166","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2008","2008","23014","Food price inflation","7012","December","6121","Value","%","10.590461","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2009","2009","23014","Food price inflation","7001","January","6121","Value","%","10.415011","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2009","2009","23014","Food price inflation","7002","February","6121","Value","%","10.560953","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2009","2009","23014","Food price inflation","7003","March","6121","Value","%","10.312607","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2009","2009","23014","Food price inflation","7004","April","6121","Value","%","10.504934","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2009","2009","23014","Food price inflation","7005","May","6121","Value","%","10.434437","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2009","2009","23014","Food price inflation","7006","June","6121","Value","%","10.079427","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2009","2009","23014","Food price inflation","7007","July","6121","Value","%","9.256021","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2009","2009","23014","Food price inflation","7008","August","6121","Value","%","8.710408","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2009","2009","23014","Food price inflation","7009","September","6121","Value","%","9.222851","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2009","2009","23014","Food price inflation","7010","October","6121","Value","%","7.798186","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2009","2009","23014","Food price inflation","7011","November","6121","Value","%","5.492732","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2009","2009","23014","Food price inflation","7012","December","6121","Value","%","3.721704","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2010","2010","23014","Food price inflation","7001","January","6121","Value","%","5.045523","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2010","2010","23014","Food price inflation","7002","February","6121","Value","%","6.083849","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2010","2010","23014","Food price inflation","7003","March","6121","Value","%","6.534957","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2010","2010","23014","Food price inflation","7004","April","6121","Value","%","3.909781","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2010","2010","23014","Food price inflation","7005","May","6121","Value","%","2.273877","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2010","2010","23014","Food price inflation","7006","June","6121","Value","%","1.134363","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2010","2010","23014","Food price inflation","7007","July","6121","Value","%","0.968611","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2010","2010","23014","Food price inflation","7008","August","6121","Value","%","1.335409","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2010","2010","23014","Food price inflation","7009","September","6121","Value","%","0.980177","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2010","2010","23014","Food price inflation","7010","October","6121","Value","%","2.694047","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2010","2010","23014","Food price inflation","7011","November","6121","Value","%","4.031978","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2010","2010","23014","Food price inflation","7012","December","6121","Value","%","4.905098","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2011","2011","23014","Food price inflation","7001","January","6121","Value","%","3.493308","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2011","2011","23014","Food price inflation","7002","February","6121","Value","%","3.33802","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2011","2011","23014","Food price inflation","7003","March","6121","Value","%","1.677871","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2011","2011","23014","Food price inflation","7004","April","6121","Value","%","4.322621","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2011","2011","23014","Food price inflation","7005","May","6121","Value","%","4.322772","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2011","2011","23014","Food price inflation","7006","June","6121","Value","%","4.599612","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2011","2011","23014","Food price inflation","7007","July","6121","Value","%","6.088047","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2011","2011","23014","Food price inflation","7008","August","6121","Value","%","5.54679","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2011","2011","23014","Food price inflation","7009","September","6121","Value","%","4.656972","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2011","2011","23014","Food price inflation","7010","October","6121","Value","%","4.256324","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2011","2011","23014","Food price inflation","7011","November","6121","Value","%","4.263663","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2011","2011","23014","Food price inflation","7012","December","6121","Value","%","5.805342","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2012","2012","23014","Food price inflation","7001","January","6121","Value","%","7.960125","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2012","2012","23014","Food price inflation","7002","February","6121","Value","%","7.064821","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2012","2012","23014","Food price inflation","7003","March","6121","Value","%","6.441292","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2012","2012","23014","Food price inflation","7004","April","6121","Value","%","4.365176","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2012","2012","23014","Food price inflation","7005","May","6121","Value","%","6.318303","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2012","2012","23014","Food price inflation","7006","June","6121","Value","%","8.752863","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2012","2012","23014","Food price inflation","7007","July","6121","Value","%","8.874831","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2012","2012","23014","Food price inflation","7008","August","6121","Value","%","9.15097","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2012","2012","23014","Food price inflation","7009","September","6121","Value","%","11.034041","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2012","2012","23014","Food price inflation","7010","October","6121","Value","%","10.558295","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2012","2012","23014","Food price inflation","7011","November","6121","Value","%","9.46712","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2012","2012","23014","Food price inflation","7012","December","6121","Value","%","7.467235","E","Estimated value",""
